362;org.apache.directory.server.apacheds-schema-bootstrap;apacheds-schema-bootstrap;схема запуска
363;org.apache.directory.server.apacheds-schema-extras;apacheds-schema-extras;дополнительные схемы
364;org.apache.directory.server.apacheds-schema-registries;apacheds-schema-registries;регистры схем
365;org.apache.directory.server.apacheds-server-integ;apacheds-server-integ;интеграционные тесты сервера
366;org.apache.directory.server.apacheds-server-jndi;apacheds-server-jndi;JNDI provider сервера
367;org.apache.directory.server.apacheds-server-replication;apacheds-server-replication;репликация
368;org.apache.directory.server.apacheds-server-tools;apacheds-server-tools;инструменты сервера
369;org.apache.directory.server.apacheds-server-unit;apacheds-server-unit;унит-тесты сервера
370;org.apache.directory.server.apacheds-server-xml;apacheds-server-xml;XML конфигурация сервера ADS
371;org.apache.directory.server.apacheds-utils;apacheds-utils;вспомогательные утилиты ADS
372;org.apache.directory.server.apacheds-xdbm-base;apacheds-xdbm-base;базовые классы XDBM ADS
373;org.apache.directory.server.apacheds-xdbm-search;apacheds-xdbm-search;поиск в XDBM ADS
374;org.apache.directory.server.apacheds-xdbm-tools;apacheds-xdbm-tools;инструменты XDBM ADS
375;org.apache.directory.server.http.apacheds-http-integration;apacheds-http-integration;интеграция HTTP с ADS
376;org.apache.directory.server.ldap-api-test;ldap-api-test;тесты API LDAP
377;org.apache.directory.shared.shared-asn1-codec;shared-asn1-codec;кодировщик ASN.1
378;org.apache.directory.shared.shared-ldap;shared-ldap;общие LDAP классы
379;org.apache.directory.shared.shared-ldap-constants;shared-ldap-constants;LDAP константы
380;org.apache.directory.shared.shared-parent;shared-parent;родительский модуль
381;org.apache.excalibur.excalibur;excalibur;IoC контейнер Excalibur
382;org.apache.felix.felix-parent;felix-parent;родительский POM Felix
383;org.apache.felix.maven-bundle-plugin;maven-bundle-plugin;плагин сборки OSGi bundles
384;org.apache.felix.org.apache.felix.bundlerepository;org.apache.felix.bundlerepository;registry bundles
385;org.apache.felix.org.apache.felix.configadmin;org.apache.felix.configadmin;управление конфигурацией
386;org.apache.felix.org.apache.felix.connect;org.apache.felix.connect;соединение компонент
387;org.apache.felix.org.apache.felix.fileinstall;org.apache.felix.fileinstall;установка файлов
388;org.apache.felix.org.apache.felix.utils;org.apache.felix.utils;утилиты Felix
389;org.apache.geronimo.genesis.config.config;config;конфиг модуль Genesis
390;org.apache.geronimo.genesis.config.project-config;project-config;config модуль
391;org.apache.geronimo.genesis.genesis;genesis;основной модуль Genesis
392;org.apache.geronimo.genesis.genesis-default-flava;genesis-default-flava;стандартная среда Genesis
393;org.apache.geronimo.genesis.genesis-java5-flava;genesis-java5-flava;среда для Java 5
394;org.apache.geronimo.specs.geronimo-jta_1.1_spec;geronimo-jta_1.1_spec;спецификация JTA 1.1
395;org.apache.geronimo.specs.specs;specs;модуль спецификаций Geronimo
396;org.apache.httpcomponents.fluent-hc;fluent-hc;удобный клиент HTTPComponents
397;org.apache.httpcomponents.httpclient;httpclient;HTTP-клиент
398;org.apache.httpcomponents.httpclient-cache;httpclient-cache;кеширование HTTP
399;org.apache.httpcomponents.httpclient-osgi;httpclient-osgi;OSGi адаптер
400;org.apache.httpcomponents.httpcomponents-client;httpcomponents-client;клиентские классы
401;org.apache.httpcomponents.httpcomponents-core;httpcomponents-core;ядро HTTPComponents
402;org.apache.httpcomponents.httpcore;httpcore;HTTP ядро
403;org.apache.httpcomponents.httpcore-nio;httpcore-nio;NIO адаптер
404;org.apache.httpcomponents.httpcore-osgi;httpcore-osgi;OSGi адаптер
405;org.apache.httpcomponents.httpmime;httpmime;MIME типы
406;org.apache.httpcomponents.project;project;родительский проект
407;org.apache.logging.log4j.log4j;log4j;фреймворк логгирования Log4j
408;org.apache.logging.log4j.log4j-api;log4j-api;API Log4j
409;org.apache.logging.log4j.log4j-core;log4j-core;реализация Log4j
410;org.apache.lucene.lucene-analyzers;lucene-analyzers;анализаторы Lucene
411;org.apache.lucene.lucene-core;lucene-core;ядро Lucene
412;org.apache.lucene.lucene-facet;lucene-facet;фасетная навигация
413;org.apache.lucene.lucene-grouping;lucene-grouping;группировка документов
414;org.apache.lucene.lucene-highlighter;lucene-highlighter;выделение фрагментов
415;org.apache.lucene.lucene-kuromoji;lucene-kuromoji;анализатор для японского
416;org.apache.lucene.lucene-memory;lucene-memory;индексирование в память
417;org.apache.lucene.lucene-misc;lucene-misc;прочие модули
418;org.apache.lucene.lucene-parent;lucene-parent;родительский модуль Lucene
419;org.apache.lucene.lucene-phonetic;lucene-phonetic;фонетический поиск
420;org.apache.lucene.lucene-queries;lucene-queries;запросы
421;org.apache.lucene.lucene-smartcn;lucene-smartcn;анализатор для китайского
422;org.apache.lucene.lucene-solr-grandparent;lucene-solr-grandparent;общий родитель Solr
423;org.apache.lucene.lucene-spatial;lucene-spatial;пространственный поиск
424;org.apache.lucene.lucene-spellchecker;lucene-spellchecker;орфографическая проверка
425;org.apache.lucene.lucene-stempel;lucene-stempel;анализатор для польского
426;org.apache.maven.archetypes.maven-archetype-bundles;maven-archetype-bundles;шаблоныbundles
427;org.apache.maven.doxia.doxia;doxia;документационная система Doxia
428;org.apache.maven.doxia.doxia-book;doxia-book;формат книги
429;org.apache.maven.doxia.doxia-core;doxia-core;ядро Doxia
430;org.apache.maven.doxia.doxia-decoration-model;doxia-decoration-model;модель оформления
431;org.apache.maven.doxia.doxia-logging-api;doxia-logging-api;API логирования
432;org.apache.maven.doxia.doxia-maven-plugin;doxia-maven-plugin;плагин генерации
433;org.apache.maven.doxia.doxia-module-apt;doxia-module-apt;модуль APT
434;org.apache.maven.doxia.doxia-module-confluence;doxia-module-confluence;модуль Confluence
435;org.apache.maven.doxia.doxia-module-docbook-simple;doxia-module-docbook-simple;простой Docbook
436;org.apache.maven.doxia.doxia-module-fml;doxia-module-fml;модуль Формул
437;org.apache.maven.doxia.doxia-module-fo;doxia-module-fo;модуль XSL-FO
438;org.apache.maven.doxia.doxia-module-itext;doxia-module-itext;модуль PDF
439;org.apache.maven.doxia.doxia-module-latex;doxia-module-latex;модуль LaTeX
440;org.apache.maven.doxia.doxia-module-rtf;doxia-module-rtf;модуль RTF
441;org.apache.maven.doxia.doxia-modules;doxia-modules;модули вставки
442;org.apache.maven.doxia.doxia-module-twiki;doxia-module-twiki;модуль Twiki
443;org.apache.maven.doxia.doxia-module-xdoc;doxia-module-xdoc;модуль Docbook
444;org.apache.maven.doxia.doxia-module-xhtml;doxia-module-xhtml;модуль XHTML
445;org.apache.maven.doxia.doxia-sink-api;doxia-sink-api;API вставки
446;org.apache.maven.doxia.doxia-site-renderer;doxia-site-renderer;рендерер сайта
447;org.apache.maven.doxia.doxia-sitetools;doxia-sitetools;инструменты сайта
448;org.apache.maven.maven;maven;основной модуль Maven
449;org.apache.maven.maven-aether-provider;maven-aether-provider;провайдер доступа к зависимостям
450;org.apache.maven.maven-archiver;maven-archiver;архивирование результатов сборки
451;org.apache.maven.maven-artifact;maven-artifact;артефакты Maven
452;org.apache.maven.maven-artifact-manager;maven-artifact-manager;менеджер артефактов
453;org.apache.maven.maven-builder-support;maven-builder-support;инструменты сборщика
454;org.apache.maven.maven-compat;maven-compat;совместимость версий Maven
455;org.apache.maven.maven-core;maven-core;ядро Maven
456;org.apache.maven.maven-embedder;maven-embedder;встраивание Maven
457;org.apache.maven.maven-error-diagnostics;maven-error-diagnostics;диагностика ошибок
458;org.apache.maven.maven-model;maven-model;модель проекта Maven
459;org.apache.maven.maven-model-builder;maven-model-builder;сборщик модели
460;org.apache.maven.maven-monitor;maven-monitor;мониторинг событий
461;org.apache.maven.maven-parent;maven-parent;родительский модуль Maven
462;org.apache.maven.maven-plugin-api;maven-plugin-api;API плагинов Maven
463;org.apache.maven.maven-plugin-descriptor;maven-plugin-descriptor;описатель плагинов
464;org.apache.maven.maven-plugin-parameter-documenter;maven-plugin-parameter-documenter;документация
465;org.apache.maven.maven-plugin-registry;maven-plugin-registry;реестр плагинов
466;org.apache.maven.maven-profile;maven-profile;профили Maven
467;org.apache.maven.maven-project;maven-project;объект проекта Maven
468;org.apache.maven.maven-repository-metadata;maven-repository-metadata;метаданные репозитория
469;org.apache.maven.maven-settings;maven-settings;настройки Maven
470;org.apache.maven.maven-settings-builder;maven-settings-builder;сборщик настроек
471;org.apache.maven.maven-toolchain;maven-toolchain;инструментальная цепочка
472;org.apache.maven.plugins.maven-antrun-plugin;maven-antrun-plugin;запуск Ant из Maven
473;org.apache.maven.plugins.maven-assembly-plugin;maven-assembly-plugin;сборка артефактов
474;org.apache.maven.plugins.maven-checkstyle-plugin;maven-checkstyle-plugin;проверка стиля кода
475;org.apache.maven.plugins.maven-clean-plugin;maven-clean-plugin;очистка проекта
476;org.apache.maven.plugins.maven-compiler-plugin;maven-compiler-plugin;компиляция Java
477;org.apache.maven.plugins.maven-dependency-plugin;maven-dependency-plugin;работа с зависимостями
478;org.apache.maven.plugins.maven-deploy-plugin;maven-deploy-plugin;развёртывание
479;org.apache.maven.plugins.maven-ear-plugin;maven-ear-plugin;сборка EAR артефактов
480;org.apache.maven.plugins.maven-ejb-plugin;maven-ejb-plugin;сборка EJB модулей
481;org.apache.maven.plugins.maven-failsafe-plugin;maven-failsafe-plugin;интеграционное тестирование
482;org.apache.maven.plugins.maven-install-plugin;maven-install-plugin;установка в локальный мавен
483;org.apache.maven.plugins.maven-jar-plugin;maven-jar-plugin;сборка JAR
484;org.apache.maven.plugins.maven-javadoc-plugin;maven-javadoc-plugin;генерация JavaDoc
485;org.apache.maven.plugins.maven-plugin-plugin;maven-plugin-plugin;создание плагинов Maven
486;org.apache.maven.plugins.maven-plugins;maven-plugins;registry плагинов Maven
487;org.apache.maven.plugins.maven-resources-plugin;maven-resources-plugin;обработка ресурсов
488;org.apache.maven.plugins.maven-shade-plugin;maven-shade-plugin;создание fat JAR
489;org.apache.maven.plugins.maven-source-plugin;maven-source-plugin;сборка источников
490;org.apache.maven.plugins.maven-surefire-plugin;maven-surefire-plugin;тестирование
491;org.apache.maven.plugins.maven-surefire-report-plugin;maven-surefire-report-plugin;отчёты Surefire
492;org.apache.maven.plugins.maven-war-plugin;maven-war-plugin;сборка веб-приложений
493;org.apache.maven.plugin-tools.maven-plugin-annotations;maven-plugin-annotations;аннотации
494;org.apache.maven.plugin-tools.maven-plugin-tools;maven-plugin-tools;инструменты разработки
495;org.apache.maven.plugin-tools.maven-plugin-tools-annotations;maven-plugin-tools-annotations;аннотации
496;org.apache.maven.plugin-tools.maven-plugin-tools-ant;maven-plugin-tools-ant;интеграция с Ant
497;org.apache.maven.plugin-tools.maven-plugin-tools-api;maven-plugin-tools-api;API инструментов
498;org.apache.maven.plugin-tools.maven-plugin-tools-beanshell;maven-plugin-tools-beanshell;BeanShell
499;org.apache.maven.plugin-tools.maven-plugin-tools-generators;maven-plugin-tools-generators;генераторы
500;org.apache.maven.plugin-tools.maven-plugin-tools-java;maven-plugin-tools-java;Java инструменты
501;org.apache.maven.plugin-tools.maven-plugin-tools-model;maven-plugin-tools-model;модель
502;org.apache.maven.plugin-tools.maven-script;maven-script;сценарии Maven
503;org.apache.maven.plugin-tools.maven-script-ant;maven-script-ant;сценарии на Ant
504;org.apache.maven.plugin-tools.maven-script-beanshell;maven-script-beanshell;BeanShell сценарии
505;org.apache.maven.reporting.maven-reporting;maven-reporting;система отчётности Maven
506;org.apache.maven.reporting.maven-reporting-api;maven-reporting-api;API отчётности
507;org.apache.maven.reporting.maven-reporting-impl;maven-reporting-impl;реализация отчётности
508;org.apache.maven.shared.file-management;file-management;управление файлами
509;org.apache.maven.shared.maven-artifact-transfer;maven-artifact-transfer;передача артефактов
510;org.apache.maven.shared.maven-common-artifact-filters;maven-common-artifact-filters;фильтры артефактов
511;org.apache.maven.shared.maven-dependency-analyzer;maven-dependency-analyzer;анализ зависимостей
512;org.apache.maven.shared.maven-dependency-tree;maven-dependency-tree;отображение дерева
513;org.apache.maven.shared.maven-doxia-tools;maven-doxia-tools;инструменты Doxia
514;org.apache.maven.shared.maven-filtering;maven-filtering;фильтрация ресурсов
515;org.apache.maven.shared.maven-invoker;maven-invoker;вызов Maven из Java
516;org.apache.maven.shared.maven-mapping;maven-mapping;соответствия artifact-file
517;org.apache.maven.shared.maven-plugin-testing-harness;maven-plugin-testing-harness;тестирование плагинов
518;org.apache.maven.shared.maven-repository-builder;maven-repository-builder;сборка репозитория
519;org.apache.maven.shared.maven-shared-components;maven-shared-components;общие компоненты
520;org.apache.maven.shared.maven-shared-incremental;maven-shared-incremental;инкрементальная сборка
521;org.apache.maven.shared.maven-shared-io;maven-shared-io;ввод-вывод
522;org.apache.maven.shared.maven-shared-utils;maven-shared-utils;утилиты
523;org.apache.maven.surefire.common-java5;common-java5;общие классы Surefire для Java 5
524;org.apache.maven.surefire.common-junit3;common-junit3;общие классы Surefire для JUnit 3
525;org.apache.maven.surefire.common-junit4;common-junit4;общие классы Surefire для JUnit 4
526;org.apache.maven.surefire.common-junit48;common-junit48;общие классы Surefire для JUnit 48
527;org.apache.maven.surefire.maven-surefire-common;maven-surefire-common;общие классы Surefire
528;org.apache.maven.surefire.surefire;surefire;основной модуль Surefire
529;org.apache.maven.surefire.surefire-api;surefire-api;API Surefire
530;org.apache.maven.surefire.surefire-booter;surefire-booter;запуск тестов
531;org.apache.maven.surefire.surefire-extensions-api;surefire-extensions-api;API расширений
532;org.apache.maven.surefire.surefire-extensions-spi;surefire-extensions-spi;SPI расширений
533;org.apache.maven.surefire.surefire-grouper;surefire-grouper;группировка тестов
534;org.apache.maven.surefire.surefire-integration-tests;surefire-integration-tests;интеграционные тесты
535;org.apache.maven.surefire.surefire-junit3;surefire-junit3;поддержка JUnit 3
536;org.apache.maven.surefire.surefire-junit4;surefire-junit4;поддержка JUnit 4
537;org.apache.maven.surefire.surefire-junit47;surefire-junit47;поддержка JUnit 47
538;org.apache.maven.surefire.surefire-junit-platform;surefire-junit-platform;поддержка JUnit Platform
539;org.apache.maven.surefire.surefire-logger-api;surefire-logger-api;API логирования
540;org.apache.maven.surefire.surefire-providers;surefire-providers;поставщики тестов
541;org.apache.maven.surefire.surefire-report-parser;surefire-report-parser;анализ отчётов
542;org.apache.maven.surefire.surefire-shadefire;surefire-shadefire;обход взаимного защиты
543;org.apache.maven.surefire.surefire-shared-utils;surefire-shared-utils;общие утилиты
544;org.apache.maven.surefire.surefire-testng;surefire-testng;интеграция с TestNG
545;org.apache.maven.surefire.surefire-testng-utils;surefire-testng-utils;вспомогательные TestNG
546;org.apache.maven.wagon.wagon;wagon;API файловых протоколов
547;org.apache.maven.wagon.wagon-provider-api;wagon-provider-api;API поставщиков передачи
548;org.apache.maven.wagon.wagon-providers;wagon-providers;поставщики передачи
549;org.apache.maven.wagon.wagon-webdav;wagon-webdav;поставщик WebDAV
550;org.apache.mina.mina-core;mina-core;ядро MINA
551;org.apache.mina.mina-parent;mina-parent;родительский модуль MINA
552;org.apache.mina.mina-transport-serial;mina-transport-serial;сериальный транспорт MINA
553;org.apache.odftoolkit.odfdom-java;odfdom-java;модель ODF
554;org.apache.odftoolkit.odftoolkit;odftoolkit;библиотека работы с ODF
555;org.apache.odftoolkit.simple-odf;simple-odf;обёртка ODFToolkit
556;org.apache.odftoolkit.taglets;taglets;теги JavaDoc ODFToolkit
557;org.apache.poi.poi;poi;библиотека работы с Office файлами
558;org.apache.solr.solr-analysis-extras;solr-analysis-extras;дополнительные анализаторы Solr
559;org.apache.solr.solr-core;solr-core;ядро Solr
560;org.apache.solr.solr-parent;solr-parent;родительский модуль Solr
561;org.apache.solr.solr-solrj;solr-solrj;Java-клиент Solr
562;org.apache.struts.struts-core;struts-core;ядро Struts
563;org.apache.struts.struts-master;struts-master;основной модуль Struts
564;org.apache.struts.struts-parent;struts-parent;родительский модуль Struts
565;org.apache.struts.struts-taglib;struts-taglib;теги Struts
566;org.apache.struts.struts-tiles;struts-tiles;интеграция с Tiles
567;org.apache.velocity.velocity;velocity;шаблонизатор Velocity
568;org.apache.velocity.velocity-tools;velocity-tools;инструменты Velocity
569;org.apache.wicket.wicket;wicket;основной модуль Wicket
570;org.apache.wicket.wicket-extensions;wicket-extensions;расширения Wicket
571;org.apache.wicket.wicket-ioc;wicket-ioc;интеграция Wicket с IoC контейнерами
572;org.apache.wicket.wicket-parent;wicket-parent;родительский POM Wicket
573;org.apache.wicket.wicket-spring;wicket-spring;интеграция Wicket со Spring
574;org.apache.ws.commons.ws-commons-util;ws-commons-util;утилиты веб-сервисов
575;org.apache.xbean.xbean;xbean;JavaBean рефлексия
576;org.apache.xbean.xbean-reflect;xbean-reflect;рефлексия через XBean
577;org.apache.xmlbeans.xmlbeans;xmlbeans;стандарт генерации кода из XSD
578;org.apache.xmlgraphics.batik-anim;batik-anim;анимация SVG в Batik
579;org.apache.xmlgraphics.batik-awt-util;batik-awt-util;вспомогательные AWT классы Batik
580;org.apache.xmlgraphics.batik-bridge;batik-bridge;мосты изображений в Batik
581;org.apache.xmlgraphics.batik-css;batik-css;парсинг CSS в Batik
582;org.apache.xmlgraphics.batik-dom;batik-dom;DOM в Batik
583;org.apache.xmlgraphics.batik-ext;batik-ext;расширения Batik
584;org.apache.xmlgraphics.batik-gvt;batik-gvt;рендерер GVT Batik
585;org.apache.xmlgraphics.batik-js;batik-js;интеграция Batik с JavaScript
586;org.apache.xmlgraphics.batik-parser;batik-parser;парсер XML в Batik
587;org.apache.xmlgraphics.batik-script;batik-script;сценарии Batik
588;org.apache.xmlgraphics.batik-svg-dom;batik-svg-dom;DOM для SVG в Batik
589;org.apache.xmlgraphics.batik-svggen;batik-svggen;генератор SVG в Batik
590;org.apache.xmlgraphics.batik-transcoder;batik-transcoder;транскодирование Batik
591;org.apache.xmlgraphics.batik-util;batik-util;утилиты Batik
592;org.apache.xmlgraphics.batik-xml;batik-xml;XML в Batik
593;org.apache.xmlgraphics.fop;fop;рендерер PDF XML
594;org.apache.xmlgraphics.xmlgraphics-commons;xmlgraphics-commons;общие классы
595;org.apache.xml.xml-commons-resolver;xml-commons-resolver;каталог ресурсов XML
596;org.apiguardian.apiguardian-api;apiguardian-api;аннотации для тестов
597;org.aspectj.aspectjrt;aspectjrt;AJ рантайм
598;org.beanshell.beanshell;beanshell;интерпретатор Java Beanshell
599;org.beanshell.bsh;bsh;интерпретатор Java Beanshell
600;org.boris.expr;expr;построитель выражений
601;org.bouncycastle.bcprov-jdk14;bcprov-jdk14;провайдер криптографии Bouncy Castle
602;org.ccil.cowan.tagsoup.tagsoup;tagsoup;HTML парсер TagSoup
603;org.checkerframework.checker-compat-qual;checker-compat-qual;аннотации проверки типов
604;org.clojure.clojure;clojure;Clojure - динамический язык на Java VM
605;org.codehaus.codehaus-parent;codehaus-parent;родительский модуль Codehaus
606;org.codehaus.gmaven.archetypes.gmaven-archetype-basic;gmaven-archetype-basic;шаблон простого GMAVEN плагина
607;org.codehaus.gmaven.archetypes.gmaven-archetype-mojo;gmaven-archetype-mojo;шаблон GMAVEN моджо
608;org.codehaus.gmaven.archetypes.gmaven-archetypes;gmaven-archetypes;модуль шаблонов GMAVEN
609;org.codehaus.gmaven.examples.clean-maven-plugin;clean-maven-plugin;пример чистящего плагина
610;org.codehaus.gmaven.examples.gmaven-examples;gmaven-examples;примеры GMAVEN
611;org.codehaus.gmaven.examples.install-maven-plugin;install-maven-plugin;пример установочного плагина
612;org.codehaus.gmaven.feature.gmaven-feature;gmaven-feature;жизненный цикл функций
613;org.codehaus.gmaven.feature.gmaven-feature-api;gmaven-feature-api;API функций
614;org.codehaus.gmaven.feature.gmaven-feature-support;gmaven-feature-support;поддержка функций
615;org.codehaus.gmaven.gmaven;gmaven;основной модуль GMAVEN
616;org.codehaus.gmaven.gmaven-mojo;gmaven-mojo;GMAVEN моджо
617;org.codehaus.gmaven.gmaven-mojo-support;gmaven-mojo-support;поддержка моджо
618;org.codehaus.gmaven.gmaven-packaging;gmaven-packaging;упаковка GMAVEN
619;org.codehaus.gmaven.gmaven-plugin;gmaven-plugin;плагин GMAVEN
620;org.codehaus.gmaven.gmaven-testsuite;gmaven-testsuite;тесты GMAVEN
621;org.codehaus.gmaven.runtime.gmaven-runtime;gmaven-runtime;рантайм GMAVEN
622;org.codehaus.gmaven.runtime.gmaven-runtime-api;gmaven-runtime-api;API рантайма
623;org.codehaus.gmaven.runtime.gmaven-runtime-loader;gmaven-runtime-loader;загрузчик рантайма
624;org.codehaus.gmaven.runtime.gmaven-runtime-support;gmaven-runtime-support;поддержка рантайма
625;org.codehaus.gmaven.support.filter-plugin;filter-plugin;плагин фильтрации
626;org.codehaus.gmaven.support.gmaven-support;gmaven-support;поддержка GMAVEN
627;org.codehaus.groovy.groovy;groovy;Groovy runtime
628;org.codehaus.groovy.groovy-all;groovy-all;Groovy со всеми дополнениями
629;org.codehaus.groovy.groovy-json;groovy-json;поддержка JSON
630;org.codehaus.groovy.groovy-xml;groovy-xml;работа с XML
631;org.codehaus.jackson.jackson-core-asl;jackson-core-asl;ядро Jackson
632;org.codehaus.jackson.jackson-jaxrs;jackson-jaxrs;Jackson для JAX-RS
633;org.codehaus.jackson.jackson-mapper-asl;jackson-mapper-asl;преобразование объектов
634;org.codehaus.jackson.jackson-xc;jackson-xc;Jackson для XML/JSON/CSV
635;org.codehaus.jettison.jettison;jettison;библиотека JSON
636;org.codehaus.mojo.build-helper-maven-plugin;build-helper-maven-plugin;помощник сборки
637;org.codehaus.mojo.cobertura-maven-plugin;cobertura-maven-plugin;плагин Cobertura
638;org.codehaus.mojo.groovy-maven-plugin;groovy-maven-plugin;плагин Groovy
639;org.codehaus.mojo.javacc-maven-plugin;javacc-maven-plugin;плагин JavaCC
640;org.codehaus.mojo.mojo;mojo;основной модуль
641;org.codehaus.mojo.mojo-parent;mojo-parent;родительский модуль Mojo
642;org.codehaus.mojo.nbm-maven;nbm-maven;пакетирование NetBeans модулей
643;org.codehaus.mojo.nbm-maven-harness;nbm-maven-harness;запуск NetBeans модулей
644;org.codehaus.mojo.nbm-maven-plugin;nbm-maven-plugin;плагин NetBeans
645;org.codehaus.mojo.nb-shared;nb-shared;общие ресурсы NetBeans
646;org.codehaus.plexus.plexus;plexus;основной модуль Plexus
647;org.codehaus.plexus.plexus-active-collections;plexus-active-collections;активные коллекции
648;org.codehaus.plexus.plexus-archiver;plexus-archiver;архиватор
649;org.codehaus.plexus.plexus-classworlds;plexus-classworlds;загрузчик классов
650;org.codehaus.plexus.plexus-compiler;plexus-compiler;компиляторы
651;org.codehaus.plexus.plexus-compiler-api;plexus-compiler-api;API компиляторов
652;org.codehaus.plexus.plexus-compiler-javac;plexus-compiler-javac;компилятор Java
653;org.codehaus.plexus.plexus-compiler-manager;plexus-compiler-manager;менеджер компиляторов
654;org.codehaus.plexus.plexus-compilers;plexus-compilers;регистр компиляторов
655;org.codehaus.plexus.plexus-component-annotations;plexus-component-annotations;аннотации
656;org.codehaus.plexus.plexus-component-api;plexus-component-api;API компонентов
657;org.codehaus.plexus.plexus-components;plexus-components;базовые компоненты
658;org.codehaus.plexus.plexus-container-default;plexus-container-default;контейнер по умолчанию
659;org.codehaus.plexus.plexus-containers;plexus-containers;API контейнеров
660;org.codehaus.plexus.plexus-digest;plexus-digest;хеши и цифровые подписи
661;org.codehaus.plexus.plexus-i18n;plexus-i18n;интернационализация
662;org.codehaus.plexus.plexus-interactivity-api;plexus-interactivity-api;API интерактивности
663;org.codehaus.plexus.plexus-interpolation;plexus-interpolation;интерполяция
664;org.codehaus.plexus.plexus-io;plexus-io;ввод-вывод
665;org.codehaus.plexus.plexus-java;plexus-java;Java-специфичные компоненты
666;org.codehaus.plexus.plexus-languages;plexus-languages;языки программирования
667;org.codehaus.plexus.plexus-utils;plexus-utils;общие утилиты
668;org.codehaus.plexus.plexus-velocity;plexus-velocity;интеграция Plexus и Velocity
669;org.codehaus.woodstox.stax2-api;stax2-api;API стримового парсинга XML
670;org.drools.drools-bom;drools-bom;модуль, описывающий зависимости Drools
671;org.drools.drools-compiler;drools-compiler;компилятор правил Drools
672;org.drools.drools-core;drools-core;ядро фреймворка Drools
673;org.drools.droolsjbpm-knowledge;droolsjbpm-knowledge;интерфейс для представления и чтения знаний
674;org.drools.droolsjbpm-parent;droolsjbpm-parent;родительский модуль Drools
675;org.drools.drools-multiproject;drools-multiproject;описание многомодульного проекта Drools
676;org.drools.knowledge-api;knowledge-api;API для работы с знаниями
677;org.drools.knowledge-internal-api;knowledge-internal-api;внутренний API знаний
678;org.easymock.easymock;easymock;библиотека мок-объектов
679;org.easymock.easymockclassextension;easymockclassextension;расширение функционала EasyMock
680;org.easytesting.fest;fest;фреймворк для написания тестов
681;org.easytesting.fest-assert;fest-assert;библиотека ассертов
682;org.easytesting.fest-util;fest-util;вспомогательные утилиты
683;org.eclipse.aether.aether;aether;менеджер зависимостей для Maven
684;org.eclipse.aether.aether-api;aether-api;API менеджера
685;org.eclipse.aether.aether-impl;aether-impl;реализация
686;org.eclipse.aether.aether-spi;aether-spi;Service Provider Interface
687;org.eclipse.aether.aether-util;aether-util;утилиты
688;org.eclipse.emf.common;common;общие классы EMF
689;org.eclipse.emf.ecore;ecore;ядро EMF
690;org.eclipse.jdt.core.compiler.ecj;ecj;Java компилятор
691;org.eclipse.jgit.org.eclipse.jgit;org.eclipse.jgit;клиент Git
692;org.eclipse.persistence.org.eclipse.persistence.antlr;org.eclipse.persistence.antlr;ANTLR
693;org.eclipse.persistence.org.eclipse.persistence.asm;org.eclipse.persistence.asm;байт-код ASM
694;org.eclipse.persistence.org.eclipse.persistence.core;org.eclipse.persistence.core;ядро
695;org.eclipse.persistence.org.eclipse.persistence.moxy;org.eclipse.persistence.moxy;JAXB
696;org.eclipse.sisu.org.eclipse.sisu.inject;org.eclipse.sisu.inject;инъекция зависимостей
697;org.eclipse.sisu.org.eclipse.sisu.plexus;org.eclipse.sisu.plexus;интеграция с Plexus
698;org.eclipse.sisu.sisu-inject;sisu-inject;библиотека инъекции зависимостей Eclipse SISU
699;org.eclipse.sisu.sisu-plexus;sisu-plexus;модуль интеграции Plexus с Eclipse SISU
700;org.eclipse.xsd.xsd;xsd;работа со схемами XML
701;org.freemarker.freemarker;freemarker;шаблонизатор FreeMarker
702;org.fusesource.jansi.jansi;jansi;вывод ANSI символов
703;org.gdal.gdal;gdal;доступ к растровым геопространственным данным
704;org.geoserver.community;community;сообщественные модули
705;org.geoserver.extension;extension;расширения
706;org.geoserver.geoserver;geoserver;основной модуль
707;org.geoserver.gs-gwc;gs-gwc;интеграция с GeoWebCache
708;org.geoserver.gs-kml;gs-kml;модуль KML
709;org.geoserver.gs-main;gs-main;основной (core) модуль платформы GeoServer
710;org.geoserver.gs-ows;gs-ows;OGC Web Services
711;org.geoserver.gs-platform;gs-platform;платформа
712;org.geoserver.gs-rest;gs-rest;REST API
713;org.geoserver.gs-restconfig;gs-restconfig;REST конфигурация
714;org.geoserver.gs-security;gs-security;безопасность
715;org.geoserver.gs-wcs;gs-wcs;Web Coverage Service - ОGC-стандартный веб-сервис для работы с растровыми геопространственными данными 
716;org.geoserver.gs-wcs1_0;gs-wcs1_0;WCS версии 1.0
717;org.geoserver.gs-wcs1_1;gs-wcs1_1;WCS версии 1.1
718;org.geoserver.gs-wcs2_0;gs-wcs2_0;WCS версии 2.0
719;org.geoserver.gs-wfs;gs-wfs;модуль, реализующий Web Feature Service (WFS), OGC-стандартный веб-сервис для запроса и манипулирования геопространственными данными в векторном формате
720;org.geoserver.gs-wms;gs-wms;модуль, реализующий Web Map Service (WMS), OGC-стандартный веб-сервис, позволяющий получать картографические изображения территорий в различных форматах по заданным параметрам
721;org.geoserver.security.gs-sec-jdbc;gs-sec-jdbc;JDBC аутентификация
722;org.geoserver.security.gs-sec-ldap;gs-sec-ldap;LDAP аутентификация
